"","Length","Plant","Treatment","Germination","Lemur","GerminationDate","Date","Weight","Type","Time"
"22",1.49738840862548,"Capsicum annuum","Gut-passed",1,"E. mongoz",2023-03-01,2023-02-22,7.27239839257005,"Captive",7
"23",1.46325540225602,"Capsicum annuum","Gut-passed",1,"E. mongoz",2023-03-01,2023-02-22,7.27239839257005,"Captive",7
"24",1.51951320490611,"Capsicum annuum","Gut-passed",1,"E. mongoz",2023-03-03,2023-02-22,7.27239839257005,"Captive",9
"25",1.46093790411566,"Capsicum annuum","Gut-passed, Washed",1,"E. mongoz",2023-03-01,2023-02-22,7.27239839257005,"Captive",7
"26",1.43270073393405,"Capsicum annuum","Gut-passed, Washed",1,"E. mongoz",2023-03-03,2023-02-22,7.27239839257005,"Captive",9
"27",1.48613969608961,"Capsicum annuum","Gut-passed, Washed",1,"E. mongoz",2023-03-01,2023-02-22,7.27239839257005,"Captive",7
"28",1.50629715351459,"Capsicum annuum","Gut-passed, Washed",1,"E. mongoz",2023-03-01,2023-02-22,7.28619171470238,"Captive",7
"29",1.44456326924387,"Capsicum annuum","Gut-passed, Washed",1,"E. mongoz",2023-03-01,2023-02-22,7.28619171470238,"Captive",7
"30",1.54329810992956,"Capsicum annuum","Gut-passed, Washed",1,"E. mongoz",2023-03-01,2023-02-22,7.28619171470238,"Captive",7
"31",1.49962304642689,"Capsicum annuum","Gut-passed, Washed",1,"E. mongoz",2023-03-03,2023-02-22,7.28619171470238,"Captive",9
"32",1.46325540225602,"Capsicum annuum","Gut-passed, Washed",1,"E. mongoz",2023-03-03,2023-02-22,7.28619171470238,"Captive",9
"33",1.39128190263093,"Capsicum annuum","Gut-passed, Washed",1,"E. mongoz",2023-03-08,2023-02-22,7.28619171470238,"Captive",14
"34",1.50851199384414,"Capsicum annuum","Gut-passed, Washed",1,"L. catta",2023-08-30,2023-08-22,7.54960916515453,"Captive",8
"35",1.35840915763035,"Capsicum annuum","Gut-passed, Washed",1,"L. catta",2023-08-30,2023-08-22,7.54960916515453,"Captive",8
"36",1.38379123090177,"Capsicum annuum","Gut-passed, Washed",1,"L. catta",2023-08-30,2023-08-22,7.54960916515453,"Captive",8
"37",1.43508452528932,"Capsicum annuum","Gut-passed, Washed",1,"L. catta",2023-08-30,2023-08-22,7.54960916515453,"Captive",8
"38",1.44926916028128,"Capsicum annuum","Gut-passed, Washed",1,"L. catta",2023-08-30,2023-08-22,7.54960916515453,"Captive",8
"39",1.4036429994545,"Solanum lycopersicum","Gut-passed, Washed",1,"L. catta",2023-08-25,2023-08-22,7.54960916515453,"Captive",3
"40",1.25846098961001,"Solanum lycopersicum","Gut-passed, Washed",1,"L. catta",2023-08-30,2023-08-22,7.54960916515453,"Captive",8
"41",1.4655675420144,"Solanum lycopersicum","Gut-passed, Washed",1,"L. catta",2023-08-25,2023-08-22,7.54960916515453,"Captive",3
"42",0.89199803930511,"Selenicereus undatus","Gut-passed, Washed",1,"L. catta",2023-08-25,2023-08-22,7.54960916515453,"Captive",3
"43",0.78845736036427,"Selenicereus undatus","Gut-passed, Washed",1,"L. catta",2023-08-30,2023-08-22,7.54960916515453,"Captive",8
"44",0.779324876800998,"Selenicereus undatus","Gut-passed, Washed",1,"L. catta",2023-08-30,2023-08-22,7.54960916515453,"Captive",8
"45",0.708035793053696,"Selenicereus undatus","Gut-passed, Washed",1,"L. catta",2023-08-25,2023-08-22,7.54960916515453,"Captive",3
"46",0.662687973075237,"Selenicereus undatus","Gut-passed, Washed",1,"L. catta",2023-08-30,2023-08-22,7.54960916515453,"Captive",8
"47",0.698134722070984,"Selenicereus undatus","Gut-passed, Washed",1,"L. catta",2023-08-30,2023-08-22,7.54960916515453,"Captive",8
"48",0.741937344729377,"Actinidia deliciosa","Gut-passed, Washed",1,"E. mongoz",2023-03-15,2023-02-22,7.27239839257005,"Captive",21
"49",1.57484646766448,"Capsicum annuum","Gut-passed, Washed",1,"E. mongoz",2023-03-01,2023-02-22,7.27239839257005,"Captive",7
"50",1.40609698841607,"Solanum lycopersicum","Gut-passed, Washed",1,"E. mongoz",2023-03-01,2023-02-22,7.27239839257005,"Captive",7
"51",2.27931646605469,"Cucumis melo var. cantalupensis","Gut-passed",1,"E. mongoz",2023-04-05,2023-01-18,7.39018142822643,"Captive",77
"52",1.43508452528932,"Capsicum annuum","Gut-passed",1,"E. mongoz",2023-02-01,2023-01-18,7.39018142822643,"Captive",14
"53",2.27624111765444,"Cucumis melo var. cantalupensis","Gut-passed",1,"E. mongoz",2023-01-25,2023-01-18,7.39018142822643,"Captive",7
"54",2.27006190128849,"Cucumis melo var. cantalupensis","Gut-passed, Washed",1,"E. mongoz",2023-04-05,2023-01-18,7.39018142822643,"Captive",77
"55",1.42791603581071,"Capsicum annuum","Gut-passed, Washed",1,"E. mongoz",2023-02-01,2023-01-18,7.39018142822643,"Captive",14
"56",2.32532457996354,"Cucumis melo var. cantalupensis","Gut-passed, Washed",1,"E. mongoz",2023-01-25,2023-01-18,7.39018142822643,"Captive",7
"57",1.52388002407245,"Capsicum annuum","Gut-passed, Washed",1,"E. mongoz",2023-03-01,2023-02-22,NA,"Captive",7
"58",1.49738840862548,"Capsicum annuum","Gut-passed, Washed",1,"E. mongoz",2023-03-01,2023-02-22,NA,"Captive",7
"59",1.53039470509365,"Capsicum annuum","Gut-passed, Washed",1,"E. mongoz",2023-03-01,2023-02-22,NA,"Captive",7
"60",1.50629715351459,"Capsicum annuum","Gut-passed, Washed",1,"E. mongoz",2023-03-01,2023-02-22,NA,"Captive",7
"61",1.43031124653666,"Capsicum annuum","Gut-passed",1,"E. mongoz",2023-03-01,2023-02-22,7.27239839257005,"Captive",7
"62",1.43746264769429,"Capsicum annuum","Gut-passed",1,"E. mongoz",2023-03-01,2023-02-22,7.27239839257005,"Captive",7
"63",1.55603713570699,"Capsicum annuum","Gut-passed, Washed",1,"E. mongoz",2023-03-01,2023-02-22,7.27239839257005,"Captive",7
"64",1.53039470509365,"Capsicum annuum","Gut-passed, Washed",1,"E. mongoz",2023-03-01,2023-02-22,7.27239839257005,"Captive",7
"65",1.41342302850814,"Capsicum annuum","Gut-passed, Washed",1,"E. mongoz",2023-03-01,2023-02-22,7.27239839257005,"Captive",7
"66",1.51732262352629,"Capsicum annuum","Gut-passed, Washed",1,"E. mongoz",2023-03-01,2023-02-22,7.27239839257005,"Captive",7
"67",1.46325540225602,"Capsicum annuum","Gut-passed, Washed",1,"E. mongoz",2023-03-01,2023-02-22,7.27239839257005,"Captive",7
"68",2.32140684723463,"Cucumis melo var. cantalupensis","Gut-passed",1,"E. flavifrons",2023-03-22,2023-02-08,7.73193072194849,"Captive",42
"69",2.06939120582633,"Cucumis melo var. cantalupensis","Gut-passed",1,"E. flavifrons",2023-03-01,2023-02-08,7.73193072194849,"Captive",21
"70",2.18492704952581,"Cucumis melo var. cantalupensis","Gut-passed",1,"E. flavifrons",2023-02-24,2023-02-08,7.73193072194849,"Captive",16
"71",2.27418561847235,"Cucumis melo var. cantalupensis","Gut-passed",1,"E. flavifrons",2023-02-24,2023-02-08,7.73193072194849,"Captive",16
"72",1.53039470509365,"Capsicum annuum","Gut-passed",1,"E. flavifrons",2023-02-24,2023-02-08,7.73193072194849,"Captive",16
"73",1.38629436111989,"Capsicum annuum","Gut-passed",1,"E. flavifrons",2023-02-24,2023-02-08,7.73193072194849,"Captive",16
"74",1.52388002407245,"Capsicum annuum","Gut-passed",1,"E. flavifrons",2023-02-17,2023-02-08,7.73193072194849,"Captive",9
"75",2.33408376005342,"Cucumis melo var. cantalupensis","Gut-passed",1,"E. flavifrons",2023-02-15,2023-02-08,7.73193072194849,"Captive",7
"76",2.34660197841082,"Cucumis melo var. cantalupensis","Gut-passed",1,"E. flavifrons",2023-02-15,2023-02-08,7.73193072194849,"Captive",7
"77",2.35422832614588,"Cucumis melo var. cantalupensis","Gut-passed",1,"E. flavifrons",2023-02-15,2023-02-08,7.73193072194849,"Captive",7
"78",2.28340227357727,"Cucumis melo var. cantalupensis","Gut-passed",1,"E. flavifrons",2023-02-15,2023-02-08,7.73193072194849,"Captive",7
"79",2.21484617868604,"Cucumis melo L.","Gut-passed",1,"E. flavifrons",2023-02-15,2023-02-08,7.83201418050547,"Captive",7
"80",2.31648799816304,"Cucumis melo L.","Gut-passed",1,"E. flavifrons",2023-02-15,2023-02-08,7.83201418050547,"Captive",7
"81",2.38416507998647,"Cucumis melo L.","Gut-passed",1,"E. flavifrons",2023-02-15,2023-02-08,7.83201418050547,"Captive",7
"82",2.32042501112238,"Cucumis melo var. cantalupensis","Gut-passed",1,"E. flavifrons",2023-03-08,2023-02-08,7.73193072194849,"Captive",28
"83",2.2554934854602,"Cucumis melo var. cantalupensis","Gut-passed",1,"E. flavifrons",2023-02-22,2023-02-08,7.73193072194849,"Captive",14
"84",0.815364813284194,"Actinidia deliciosa","Gut-passed",1,"E. flavifrons",2023-03-03,2023-02-08,7.73193072194849,"Captive",23
"85",1.48160454092422,"Capsicum annuum","Gut-passed",1,"E. flavifrons",2023-03-01,2023-02-08,7.73193072194849,"Captive",21
"86",1.53255686809814,"Capsicum annuum","Gut-passed",1,"E. flavifrons",2023-02-22,2023-02-08,7.73193072194849,"Captive",14
"87",1.59127394180643,"Capsicum annuum","Gut-passed",1,"E. flavifrons",2023-02-17,2023-02-08,7.73193072194849,"Captive",9
"88",1.38629436111989,"Capsicum annuum","Gut-passed",1,"E. flavifrons",2023-02-17,2023-02-08,7.73193072194849,"Captive",9
"89",1.51072193949494,"Capsicum annuum","Gut-passed",1,"E. flavifrons",2023-02-15,2023-02-08,7.73193072194849,"Captive",7
"90",1.58923520511658,"Capsicum annuum","Gut-passed",1,"E. flavifrons",2023-02-15,2023-02-08,7.73193072194849,"Captive",7
"91",1.45861502269952,"Capsicum annuum","Gut-passed",1,"E. flavifrons",2023-02-15,2023-02-08,7.73193072194849,"Captive",7
"92",2.23108909128898,"Cucumis melo var. cantalupensis","Gut-passed, Washed",1,"E. flavifrons",2023-02-24,2023-02-08,7.73193072194849,"Captive",16
"93",1.49738840862548,"Capsicum annuum","Gut-passed, Washed",1,"E. flavifrons",2023-02-15,2023-02-08,7.73193072194849,"Captive",7
"94",1.49738840862548,"Capsicum annuum","Gut-passed, Washed",1,"E. flavifrons",2023-02-15,2023-02-08,7.73193072194849,"Captive",7
"95",1.51072193949494,"Capsicum annuum","Gut-passed, Washed",1,"E. flavifrons",2023-02-15,2023-02-08,7.73193072194849,"Captive",7
"96",1.57484646766448,"Capsicum annuum","Gut-passed, Washed",1,"E. flavifrons",2023-02-15,2023-02-08,7.73193072194849,"Captive",7
"97",1.42791603581071,"Capsicum annuum","Gut-passed, Washed",1,"E. flavifrons",2023-02-15,2023-02-08,7.73193072194849,"Captive",7
"98",1.50185270175416,"Capsicum annuum","Gut-passed, Washed",1,"E. flavifrons",2023-02-15,2023-02-08,7.73193072194849,"Captive",7
"99",1.54115907168081,"Capsicum annuum","Gut-passed, Washed",1,"E. flavifrons",2023-02-15,2023-02-08,7.73193072194849,"Captive",7
"100",1.52605630349505,"Capsicum annuum","Gut-passed, Washed",1,"E. flavifrons",2023-02-15,2023-02-08,7.73193072194849,"Captive",7
"101",1.42069578783722,"Capsicum annuum","Gut-passed, Washed",1,"E. flavifrons",2023-02-15,2023-02-08,7.73193072194849,"Captive",7
"102",1.45161382724053,"Capsicum annuum","Gut-passed, Washed",1,"E. flavifrons",2023-02-15,2023-02-08,7.73193072194849,"Captive",7
"103",1.50851199384414,"Capsicum annuum","Gut-passed, Washed",1,"E. flavifrons",2023-02-15,2023-02-08,7.73193072194849,"Captive",7
"104",1.57277392806251,"Capsicum annuum","Gut-passed, Washed",1,"E. flavifrons",2023-02-15,2023-02-08,7.73193072194849,"Captive",7
"105",2.37397508908072,"Cucumis melo var. cantalupensis","Gut-passed, Washed",1,"E. flavifrons",2023-02-15,2023-02-08,7.73193072194849,"Captive",7
"106",2.19944433407453,"Cucumis melo var. cantalupensis","Gut-passed, Washed",1,"E. flavifrons",2023-02-15,2023-02-08,7.73193072194849,"Captive",7
"107",0.819779831493311,"Actinidia deliciosa","Gut-passed, Washed",1,"E. flavifrons",2023-02-22,2023-02-08,7.73193072194849,"Captive",14
"108",0.8754687373539,"Actinidia deliciosa","Gut-passed, Washed",1,"E. flavifrons",2023-02-17,2023-02-08,7.73193072194849,"Captive",9
"109",2.28645571106416,"Cucumis melo var. cantalupensis","Gut-passed, Washed",1,"E. flavifrons",2023-02-15,2023-02-08,7.73193072194849,"Captive",7
"110",1.46093790411566,"Solanum lycopersicum","Gut-passed, Washed",1,"E. flavifrons",2023-02-15,2023-02-08,7.73193072194849,"Captive",7
"111",1.47704872438835,"Solanum lycopersicum","Gut-passed, Washed",1,"E. flavifrons",2023-02-15,2023-02-08,7.73193072194849,"Captive",7
"112",1.57069708411767,"Capsicum annuum","Gut-passed",1,"E. flavifrons",2023-02-17,2023-02-08,7.73193072194849,"Captive",9
"113",2.23964529322017,"Cucumis melo var. cantalupensis","Gut-passed, Washed",1,"E. flavifrons",2023-02-24,2023-02-08,7.83201418050547,"Captive",16
"114",2.2523438765573,"Cucumis melo var. cantalupensis","Gut-passed, Washed",1,"E. flavifrons",2023-02-22,2023-02-08,7.83201418050547,"Captive",14
"115",0.928219302739429,"Selenicereus undatus","Gut-passed, Washed",1,"L. catta",2023-10-18,2023-09-05,7.85554467791566,"Captive",43
"116",0.959350221334602,"Selenicereus undatus","Gut-passed, Washed",1,"L. catta",2023-09-08,2023-09-05,7.85554467791566,"Captive",3
"117",0.908258560176891,"Selenicereus undatus","Gut-passed, Washed",1,"L. catta",2023-09-13,2023-09-05,7.85554467791566,"Captive",8
"118",0.959350221334602,"Selenicereus undatus","Gut-passed, Washed",1,"L. catta",2023-09-13,2023-09-05,7.85554467791566,"Captive",8
"119",0.920282753143692,"Selenicereus undatus","Gut-passed, Washed",1,"L. catta",2023-09-27,2023-09-05,7.85554467791566,"Captive",22
"120",1.02961941718116,"Selenicereus undatus","Gut-passed, Washed",1,"L. catta",2023-09-08,2023-09-05,7.85554467791566,"Captive",3
"121",0.989541193613748,"Selenicereus undatus","Gut-passed, Washed",1,"L. catta",2023-09-13,2023-09-05,7.85554467791566,"Captive",8
"122",0.912282710476616,"Selenicereus undatus","Gut-passed, Washed",1,"L. catta",2023-09-13,2023-09-05,7.85554467791566,"Captive",8
"123",0.928219302739429,"Selenicereus undatus","Gut-passed, Washed",1,"L. catta",2023-10-25,2023-09-05,7.85554467791566,"Captive",50
"124",0.900161349944271,"Selenicereus undatus","Gut-passed, Washed",1,"L. catta",2023-09-13,2023-09-05,7.85554467791566,"Captive",8
"125",0.912282710476616,"Selenicereus undatus","Gut-passed, Washed",1,"L. catta",2023-10-25,2023-09-05,7.85554467791566,"Captive",50
"126",0.955511445027436,"Selenicereus undatus","Gut-passed, Washed",1,"L. catta",2023-09-13,2023-09-05,7.85554467791566,"Captive",8
"127",0.936093359170335,"Selenicereus undatus","Gut-passed, Washed",1,"L. catta",2023-09-08,2023-09-05,7.85554467791566,"Captive",3
"128",1.49290409617815,"Solanum lycopersicum","Gut-passed, Washed",1,"L. catta",2023-09-08,2023-09-05,7.85554467791566,"Captive",3
"129",1.39128190263093,"Solanum lycopersicum","Gut-passed, Washed",1,"L. catta",2023-09-08,2023-09-05,7.85554467791566,"Captive",3
"130",1.42791603581071,"Solanum lycopersicum","Gut-passed, Washed",1,"L. catta",2023-09-08,2023-09-05,7.85554467791566,"Captive",3
"131",1.36863942588117,"Solanum lycopersicum","Gut-passed, Washed",1,"L. catta",2023-09-08,2023-09-05,7.85554467791566,"Captive",3
"132",1.39624469197306,"Solanum lycopersicum","Gut-passed, Washed",1,"L. catta",2023-09-13,2023-09-05,7.85554467791566,"Captive",8
"133",1.45628673293993,"Capsicum annuum","Gut-passed, Washed",1,"E. mongoz",2023-03-17,2023-03-08,7.27239839257005,"Captive",9
"134",1.44456326924387,"Capsicum annuum","Gut-passed, Washed",1,"E. mongoz",2023-03-17,2023-03-08,7.27239839257005,"Captive",9
"135",1.40854497005471,"Solanum lycopersicum","Gut-passed, Washed",1,"E. mongoz",2023-03-15,2023-03-08,7.27239839257005,"Captive",7
"136",1.55814461804655,"Solanum lycopersicum","Gut-passed, Washed",1,"E. mongoz",2023-03-15,2023-03-08,7.27239839257005,"Captive",7
"137",0.896088024556636,"Actinidia deliciosa","Gut-passed, Washed",1,"E. mongoz",2023-03-22,2023-03-08,7.27239839257005,"Captive",14
"138",0.982078472412158,"Actinidia deliciosa","Gut-passed, Washed",1,"E. mongoz",2023-03-17,2023-03-08,7.27239839257005,"Captive",9
"139",0.936093359170335,"Actinidia deliciosa","Gut-passed",1,"E. mongoz",2023-03-24,2023-03-08,7.27239839257005,"Captive",16
"140",1.46325540225602,"Capsicum annuum","Gut-passed",1,"E. mongoz",2023-03-15,2023-03-08,7.28619171470238,"Captive",7
"141",1.52822785700856,"Capsicum annuum","Gut-passed",1,"E. mongoz",2023-03-17,2023-03-08,7.28619171470238,"Captive",9
"142",1.57277392806251,"Capsicum annuum","Gut-passed",1,"E. mongoz",2023-03-17,2023-03-08,7.28619171470238,"Captive",9
"143",1.46787434811231,"Capsicum annuum","Gut-passed",1,"E. mongoz",2023-03-17,2023-03-08,7.28619171470238,"Captive",9
"144",0.841567185678219,"Actinidia deliciosa","Gut-passed",1,"E. mongoz",2023-04-19,2023-03-08,7.28619171470238,"Captive",42
"145",1.52605630349505,"Capsicum annuum","Gut-passed, Washed",1,"E. mongoz",2023-03-17,2023-03-08,7.27239839257005,"Captive",9
"146",1.47247205736094,"Capsicum annuum","Gut-passed",1,"E. mongoz",2023-03-15,2023-03-08,7.27239839257005,"Captive",7
"147",1.55392520250384,"Solanum lycopersicum","Gut-passed",1,"E. mongoz",2023-03-15,2023-03-08,7.27239839257005,"Captive",7
"148",1.43983512804792,"Solanum lycopersicum","Gut-passed",1,"E. mongoz",2023-03-15,2023-03-08,7.27239839257005,"Captive",7
"149",1.9823798288367,"Malus pumila","Gut-passed",1,"E. mongoz",2023-03-15,2023-03-08,7.27239839257005,"Captive",7
"150",1.35066718347674,"Capsicum annuum","Gut-passed",1,"E. mongoz",2023-03-17,2023-03-08,NA,"Captive",9
"151",1.29198368164865,"Capsicum annuum","Gut-passed",1,"E. mongoz",2023-03-17,2023-03-08,NA,"Captive",9
"152",1.53039470509365,"Capsicum annuum","Gut-passed",1,"E. mongoz",2023-03-17,2023-03-08,NA,"Captive",9
"153",1.52822785700856,"Capsicum annuum","Gut-passed",1,"E. mongoz",2023-03-17,2023-03-08,NA,"Captive",9
"154",1.55180879959746,"Capsicum annuum","Gut-passed",1,"E. mongoz",2023-03-17,2023-03-08,NA,"Captive",9
"155",2.14826773260969,"Malus pumila","Gut-passed",1,"E. mongoz",2023-03-15,2023-03-08,NA,"Captive",7
"156",1.45395300959371,"Capsicum annuum","Gut-passed",1,"E. mongoz",2023-03-15,2023-03-08,NA,"Captive",7
"157",1.43031124653666,"Capsicum annuum","Gut-passed, Washed",1,"E. mongoz",2023-03-15,2023-03-08,NA,"Captive",7
"158",1.53039470509365,"Capsicum annuum","Gut-passed, Washed",1,"E. mongoz",2023-03-15,2023-03-08,NA,"Captive",7
"159",1.62136648329937,"Capsicum annuum","Gut-passed, Washed",1,"E. mongoz",2023-03-15,2023-03-08,NA,"Captive",7
"160",1.5953389880546,"Capsicum annuum","Gut-passed, Washed",1,"E. mongoz",2023-03-15,2023-03-08,NA,"Captive",7
"161",1.4655675420144,"Solanum lycopersicum","Gut-passed, Washed",1,"E. mongoz",2023-03-15,2023-03-08,NA,"Captive",7
"162",1.47704872438835,"Solanum lycopersicum","Gut-passed, Washed",1,"E. mongoz",2023-03-15,2023-03-08,NA,"Captive",7
"163",1.43508452528932,"Capsicum annuum","Gut-passed",1,"E. mongoz",2023-03-15,2023-03-08,NA,"Captive",7
"164",1.49065437644413,"Capsicum annuum","Gut-passed, Washed",1,"E. mongoz",2023-03-15,2023-03-08,NA,"Captive",7
"165",1.51951320490611,"Capsicum annuum","Gut-passed, Washed",1,"E. mongoz",2023-03-15,2023-03-08,NA,"Captive",7
"166",1.42791603581071,"Solanum lycopersicum","Gut-passed, Washed",1,"E. mongoz",2023-03-15,2023-03-08,NA,"Captive",7
"167",0.86288995514704,"Selenicereus undatus","Gut-passed",1,"L. catta",2023-09-13,2023-09-06,7.83201418050547,"Captive",7
"168",0.867100487683383,"Selenicereus undatus","Gut-passed",1,"L. catta",2023-09-13,2023-09-06,7.83201418050547,"Captive",7
"169",0.900161349944271,"Selenicereus undatus","Gut-passed",1,"L. catta",2023-09-27,2023-09-06,7.83201418050547,"Captive",21
"170",1.55392520250384,"Solanum lycopersicum","Gut-passed",1,"L. catta",2023-09-13,2023-09-06,7.83201418050547,"Captive",7
"171",1.58514521986506,"Solanum lycopersicum","Gut-passed",1,"L. catta",2023-09-13,2023-09-06,7.83201418050547,"Captive",7
"172",0.8754687373539,"Selenicereus undatus","Gut-passed, Washed",1,"L. catta",2023-10-25,2023-09-06,7.83201418050547,"Captive",49
"173",0.989541193613748,"Selenicereus undatus","Gut-passed, Washed",1,"L. catta",2023-09-13,2023-09-06,7.83201418050547,"Captive",7
"174",0.970778917158225,"Selenicereus undatus","Gut-passed, Washed",1,"L. catta",2023-09-13,2023-09-06,7.83201418050547,"Captive",7
"175",1.01160091167848,"Selenicereus undatus","Gut-passed, Washed",1,"L. catta",2023-09-13,2023-09-06,7.83201418050547,"Captive",7
"176",0.943905898907128,"Selenicereus undatus","Gut-passed, Washed",1,"L. catta",2023-09-27,2023-09-06,7.83201418050547,"Captive",21
"177",0.940007258491471,"Selenicereus undatus","Gut-passed, Washed",1,"L. catta",2023-10-25,2023-09-06,7.83201418050547,"Captive",49
"178",0.993251773010283,"Selenicereus undatus","Gut-passed, Washed",1,"L. catta",2023-09-13,2023-09-06,7.83201418050547,"Captive",7
"179",1.46093790411566,"Solanum lycopersicum","Gut-passed, Washed",1,"L. catta",2023-09-27,2023-09-06,7.83201418050547,"Captive",21
"180",0.741937344729377,"Selenicereus undatus","Gut-passed",1,NA,2023-04-12,2023-03-29,7.73193072194849,"Captive",14
"181",0.837247524533702,"Selenicereus undatus","Gut-passed",1,"E. flavifrons",2023-04-25,2023-03-29,7.83201418050547,"Captive",27
"182",2.67827804276854,"Cucurbita moschata","Gut-passed",1,"E. flavifrons",2023-04-12,2023-03-29,7.83201418050547,"Captive",14
"183",1.57484646766448,"Solanum lycopersicum","Gut-passed",1,"E. flavifrons",2023-04-25,2023-03-29,7.83201418050547,"Captive",27
"184",0.797507195884188,"Selenicereus undatus","Gut-passed, Washed",1,"E. flavifrons",2023-04-07,2023-03-29,7.83201418050547,"Captive",9
"185",2.63476240533238,"Cucurbita moschata","Gut-passed, Washed",1,"E. flavifrons",2023-04-05,2023-03-29,7.83201418050547,"Captive",7
"186",2.50878592357794,"Cucurbita moschata","Gut-passed, Washed",1,"E. flavifrons",2023-04-05,2023-03-29,7.83201418050547,"Captive",7
"187",1.42551507427317,"Solanum lycopersicum","Gut-passed, Washed",1,"E. flavifrons",2023-04-19,2023-03-29,7.83201418050547,"Captive",21
"188",1.48160454092422,"Solanum lycopersicum","Gut-passed",1,"E. flavifrons",2023-04-25,2023-03-29,7.83201418050547,"Captive",27
"189",2.65324196460721,"Cucurbita moschata","Gut-passed, Washed",1,"E. flavifrons",2023-04-05,2023-03-29,7.83201418050547,"Captive",7
"190",2.55489902160804,"Cucurbita moschata","Gut-passed, Washed",1,"E. flavifrons",2023-04-05,2023-03-29,7.83201418050547,"Captive",7
"191",1.38128181929635,"Solanum lycopersicum","Gut-passed, Washed",1,"E. flavifrons",2023-04-05,2023-03-29,7.83201418050547,"Captive",7
"192",1.42310833424261,"Solanum lycopersicum","Gut-passed, Washed",1,"E. flavifrons",2023-04-05,2023-03-29,7.83201418050547,"Captive",7
"193",0.815364813284194,"Selenicereus undatus","Gut-passed, Washed",1,"E. flavifrons",2023-04-19,2023-03-29,7.83201418050547,"Captive",21
"194",0.806475865866949,"Selenicereus undatus","Gut-passed, Washed",1,"E. flavifrons",2023-04-21,2023-03-29,7.83201418050547,"Captive",23
"195",0.683096844706444,"Selenicereus undatus","Gut-passed, Washed",1,"E. flavifrons",2023-04-19,2023-03-29,7.83201418050547,"Captive",21
"196",0.672944473242426,"Selenicereus undatus","Gut-passed, Washed",1,"E. flavifrons",2023-04-25,2023-03-29,7.83201418050547,"Captive",27
"197",0.625938430866495,"Selenicereus undatus","Gut-passed, Washed",1,"E. flavifrons",2023-04-12,2023-03-29,7.83201418050547,"Captive",14
"198",2.55022611590864,"Cucurbita moschata","Control",1,"*Control",2023-03-29,2023-03-24,NA,"Captive",5
